,ordine_data,revenue,transazioni,google_spent,google_impressions,google_clicks,fb_spent,fb_impressions,fb_clicks,bing_spent,bing_impressions,bing_clicks,bing_organico,google_organico,referral,email_sessioni,cambio_eur_dollaro,day_week,month,year
216,2021-03-02,8375.77,677,175.79,132764,1990,0.02,6,0,0.0,0,0,96,6488,1768,125,1.20383,1,3,2021
217,2021-04-02,7375.2,582,159.16,121630,1879,0.01,10,0,0.0,0,0,85,6406,1679,141,1.2037,4,4,2021
218,2021-05-02,5032.41,405,146.61,138498,2275,0.02,4,0,0.0,0,0,67,5622,1381,120,1.19664,6,5,2021
219,2021-06-02,3348.6,216,113.91,123453,2352,0.01,8,0,0.0,0,0,28,3610,630,64,1.20401,2,6,2021
220,2021-07-02,5246.46,392,170.34,141685,2250,0.03,8,0,0.0,0,0,38,3922,556,51,1.20401,4,7,2021
221,2021-08-02,10680.19,821,279.5,156765,3310,0.0,7,0,0.0,0,0,81,6613,1633,148,1.20481,0,8,2021
222,2021-09-02,10257.97,767,227.13,151862,3153,0.01,8,0,0.0,0,0,101,6636,1607,141,1.20519,3,9,2021
223,2021-10-02,9782.81,700,191.1,142943,2668,0.0,10,0,0.0,0,0,83,6434,1523,155,1.2116,5,10,2021
224,2021-11-02,7749.87,596,152.67,86924,1202,0.0,2,0,0.0,0,0,77,5784,1605,124,1.2118200000000001,1,11,2021
225,2021-12-02,4958.66,393,175.97,165452,2527,0.0,3,0,0.0,0,0,82,5143,1336,108,1.21302,3,12,2021
226,2021-02-13,2650.18,207,192.49,164039,2957,0.0,2,0,0.0,0,0,35,3288,613,58,1.2118200000000001,5,2,2021
227,2021-02-14,5317.0,331,185.82,208856,2887,0.0,1,0,0.0,0,0,33,3149,486,58,1.2119,6,2,2021
228,2021-02-15,8920.22,784,199.45,177917,2883,0.0,4,0,0.0,0,0,124,5955,1466,105,1.21211,0,2,2021
229,2021-02-16,8313.24,679,190.29,188387,2236,0.0,3,0,0.0,0,0,86,5833,1538,123,1.2132100000000001,1,2,2021
230,2021-02-17,8269.02,638,177.59,137514,1975,0.0,5,0,0.0,0,0,108,5848,1459,120,1.20919,2,2,2021
231,2021-02-18,6995.35,506,140.18,39632,555,0.0,2,0,0.0,0,0,91,5502,1462,112,1.2045,3,2,2021
232,2021-02-19,5035.38,365,179.01,168678,1747,0.0,0,0,0.0,0,0,94,5050,1141,94,1.20913,4,2,2021
233,2021-02-20,3640.27,205,156.73,177895,2091,0.0,0,0,0.0,0,0,33,3254,541,34,1.2109,5,2,2021
234,2021-02-21,5051.32,398,189.25,148920,2276,0.0,0,0,0.0,0,0,32,3311,539,39,1.2119,6,2,2021
235,2021-02-22,9413.98,728,245.56,138583,2221,0.0,0,0,0.0,0,0,89,6210,1401,114,1.2125700000000001,0,2,2021
236,2021-02-23,9809.25,694,200.27,158553,1922,0.0,0,0,0.0,0,0,97,5839,1436,108,1.2166,1,2,2021
237,2021-02-24,7694.96,602,197.57,155010,1590,0.0,0,0,0.0,0,0,117,5706,1306,82,1.2152,2,2,2021
238,2021-02-25,7561.84,526,206.21,114718,1824,0.0,0,0,0.0,0,0,87,5371,1346,84,1.21707,3,2,2021
239,2021-02-26,4864.11,337,136.18,149778,2002,0.0,0,0,0.0,0,0,76,4717,1085,67,1.2159799999999998,4,2,2021
240,2021-02-27,2436.23,187,135.27,106323,1259,0.0,0,0,0.0,0,0,41,3203,611,22,1.20695,5,2,2021
241,2021-02-28,5270.82,393,110.25,41638,519,0.0,0,0,0.0,0,0,41,3272,551,39,1.20695,6,2,2021
242,2021-01-03,10124.88,794,206.07,104268,846,0.0,0,0,0.0,0,0,102,5897,1397,103,1.20885,6,1,2021
243,2021-02-03,8839.89,677,203.4,41862,712,0.0,0,0,0.0,0,0,92,6000,1433,88,1.20478,2,2,2021
244,2021-03-03,8021.19,587,188.88,103911,751,0.0,0,0,0.0,0,0,101,5717,1403,80,1.20846,2,3,2021
245,2021-04-03,7834.87,566,182.69,123027,793,0.0,0,0,0.0,0,0,80,5601,1331,68,1.2049,5,4,2021
246,2021-05-03,5165.24,383,155.42,124627,704,0.0,0,0,0.0,0,0,76,5226,1235,80,1.19671,0,5,2021
247,2021-06-03,3279.65,247,107.47,56770,487,0.0,0,0,0.0,0,0,47,3620,576,28,1.19088,3,6,2021
248,2021-07-03,6084.18,418,154.95,134538,656,0.0,0,0,0.0,0,0,49,3510,499,43,1.19088,5,7,2021
249,2021-08-03,9544.51,739,249.51,64109,830,0.0,0,0,0.0,0,0,123,6296,1480,102,1.1925,1,8,2021
250,2021-09-03,175.26,9,217.44,112916,891,0.0,0,0,0.0,0,0,94,6627,1625,85,1.18511,4,9,2021
251,2021-12-03,32.8,4,0.0,0,0,0.0,0,0,0.0,0,0,46,4067,1438,591,1.18973,4,12,2021
252,2021-03-15,5395.53,476,91.3,4437,418,0.0,0,0,0.0,0,0,76,5507,2502,617,1.19245,0,3,2021
253,2021-03-16,9390.58,747,290.04,142896,894,0.0,0,0,0.0,0,0,80,6453,1524,413,1.1981,1,3,2021
254,2021-03-17,8271.69,664,176.0,49381,601,0.0,0,0,0.0,0,0,101,6428,1412,307,1.19523,2,3,2021
255,2021-03-18,7141.71,541,196.65,121207,747,0.0,0,0,0.0,0,0,112,6316,1390,290,1.19523,3,3,2021
256,2021-03-19,4189.48,311,149.43,91062,612,0.0,0,0,0.0,0,0,84,5409,1257,204,1.1949,4,3,2021
257,2021-03-20,3349.58,252,126.06,97171,601,0.0,0,0,0.0,0,0,37,4035,781,107,1.19244,5,3,2021
258,2021-03-21,5614.71,415,162.44,75711,673,0.0,0,0,0.0,0,0,49,4158,714,121,1.19011,6,3,2021
259,2021-03-22,10497.97,740,260.41,151620,1054,0.0,0,0,0.0,0,0,96,6676,1658,268,1.19822,0,3,2021
260,2021-03-23,8304.91,621,216.25,92185,827,0.0,0,0,0.0,0,0,103,6478,1607,229,1.19177,1,3,2021
261,2021-03-24,7319.71,551,209.97,102517,732,0.0,0,0,0.0,0,0,96,6467,1655,252,1.1946,2,3,2021
262,2021-03-25,7411.32,502,202.22,127536,827,0.0,0,0,0.0,0,0,108,6244,1747,202,1.1946,3,3,2021
263,2021-03-26,4993.64,346,154.26,98894,660,0.0,0,0,0.0,0,0,89,5671,1542,206,1.18825,4,3,2021
264,2021-03-27,3637.75,227,137.63,99937,624,0.0,0,0,0.0,0,0,35,3821,857,85,1.19331,5,3,2021
265,2021-03-28,6448.24,392,140.72,79285,550,0.0,0,0,0.0,0,0,37,3421,774,70,1.1839600000000001,6,3,2021
266,2021-03-29,10272.9,727,201.9,115448,789,0.0,0,0,0.0,0,0,109,7048,1853,211,1.18125,0,3,2021
267,2021-03-30,8996.32,632,161.12,79055,730,0.0,0,0,0.0,0,0,94,6769,2008,175,1.1776,1,3,2021
268,2021-03-31,7661.99,505,171.35,131158,743,0.0,0,0,0.0,0,0,90,6110,1906,201,1.1822,2,3,2021
269,2021-01-04,5229.36,413,158.79,123544,754,0.0,0,0,0.0,0,0,89,5213,1655,144,1.1822,0,1,2021
270,2021-02-04,3601.65,258,134.79,125213,638,0.0,0,0,0.0,0,0,68,4316,1433,140,1.17872,3,2,2021
271,2021-03-04,1308.64,109,159.78,101738,615,0.0,0,0,0.0,0,0,23,2600,725,60,1.17685,3,3,2021
272,2021-04-04,950.99,77,221.2,119289,741,0.0,0,0,0.0,0,0,26,1975,506,24,1.17229,6,4,2021
273,2021-05-04,4825.42,298,236.57,115106,751,0.0,0,0,0.0,0,0,43,2788,673,77,1.1726299999999998,1,5,2021
274,2021-06-04,8799.39,673,240.42,118292,824,0.0,0,0,0.0,0,0,99,5857,1728,169,1.1777,4,6,2021
275,2021-07-04,7573.86,571,239.05,135256,886,4.63,354,0,0.0,0,0,93,6011,1819,146,1.1761,6,7,2021
276,2021-08-04,6539.41,411,228.32,97199,769,13.1,2887,0,0.0,0,0,99,5593,1612,161,1.1761,2,8,2021
277,2021-09-04,4263.83,232,153.32,99952,570,48.38,25235,183,0.0,0,0,81,5158,1405,153,1.1768,5,9,2021
278,2021-10-04,2521.85,159,125.89,104689,555,49.32,23741,192,0.0,0,0,40,3536,824,46,1.18169,0,10,2021
279,2021-11-04,4306.55,242,144.93,86486,548,43.07,22985,164,0.0,0,0,36,3560,857,38,1.18736,3,11,2021
280,2021-12-04,8534.21,637,217.29,128961,773,43.4,21171,161,0.0,0,0,98,6548,1787,153,1.1871,5,12,2021
281,2021-04-13,7805.45,602,188.76,146116,697,41.31,21006,138,0.0,0,0,84,6276,1832,143,1.1915200000000001,1,4,2021
282,2021-04-14,6675.57,485,258.05,189395,770,37.45,21139,210,0.0,0,0,75,5746,1714,157,1.18963,2,4,2021
283,2021-04-15,20908.25,631,310.07,247010,977,46.91,25605,231,0.0,0,0,105,5608,1747,938,1.19,3,4,2021
284,2021-04-16,5911.01,358,545.56,263400,1359,46.64,28623,215,0.0,0,0,85,4826,1341,330,1.1898600000000001,4,4,2021
285,2021-04-17,4523.19,211,635.73,400327,1775,45.31,29905,182,0.0,0,0,35,3102,733,134,1.19117,5,4,2021
286,2021-04-18,5798.83,308,828.02,403042,2116,44.14,31471,208,0.0,0,0,42,3323,663,118,1.1953799999999999,6,4,2021
287,2021-04-19,9356.96,625,722.39,418064,1953,42.45,27144,191,0.0,0,0,116,5962,1567,305,1.19833,0,4,2021
288,2021-04-20,9777.11,563,676.6,368273,1900,44.46,27225,186,0.0,0,0,79,5746,1537,290,1.19695,1,4,2021
289,2021-04-21,8409.55,514,682.26,384847,1885,42.33,27790,181,0.0,0,0,93,5582,1592,292,1.1982,2,4,2021
290,2021-04-22,17250.29,581,663.73,405525,1784,44.35,27345,156,0.0,0,0,87,5387,1628,1013,1.1982,3,4,2021
291,2021-04-23,3720.04,278,573.97,347955,1646,42.55,23641,165,0.0,0,0,74,4526,1374,347,1.1968,4,4,2021
292,2021-04-24,2553.41,167,378.96,185185,996,43.51,20006,145,0.0,0,0,26,2731,604,147,1.204,5,4,2021
293,2021-04-25,3967.11,271,536.83,487820,1914,44.07,23314,162,0.0,0,0,34,2626,614,84,1.2032399999999999,6,4,2021
294,2021-04-26,7278.68,535,950.21,358824,2414,44.7,23413,168,0.0,0,0,91,5250,1498,300,1.20373,0,4,2021
295,2021-04-27,7211.06,591,786.79,400550,2467,43.62,28227,187,0.0,0,0,86,5278,1582,313,1.2014200000000002,1,4,2021
296,2021-04-28,5993.81,430,746.53,286747,2148,42.55,26017,172,0.0,0,0,103,5028,1452,233,1.20973,2,4,2021
297,2021-04-29,5699.19,426,669.19,192553,1776,42.66,23979,172,0.0,0,0,76,4849,1404,202,1.2097,3,4,2021
298,2021-04-30,4787.37,272,518.72,336792,1745,43.6,20076,137,0.0,0,0,64,3791,1036,171,1.2089,4,4,2021
299,2021-01-05,1710.83,114,432.78,486773,1805,43.39,21808,154,0.0,0,0,30,2311,548,42,1.20795,1,1,2021
300,2021-02-05,3683.87,257,469.58,273168,1350,43.83,25181,192,0.0,0,0,25,2409,544,61,1.2088,4,2,2021
301,2021-03-05,8531.04,574,1115.67,453944,2755,43.86,25032,155,0.0,0,0,75,4638,1428,182,1.21339,4,3,2021
302,2021-04-05,7677.34,552,909.98,313058,2209,43.54,24948,141,0.0,0,0,95,4874,1407,1546,1.2125,0,4,2021
303,2021-05-05,6387.9,449,849.1,370963,2225,43.51,23182,154,0.0,0,0,78,4560,1454,396,1.20167,2,5,2021
304,2021-06-05,5311.42,406,760.9,322453,1875,42.51,20539,116,0.0,0,0,61,4277,1340,388,1.202,5,6,2021
305,2021-07-05,3434.05,233,557.28,318215,1564,43.05,20980,132,0.0,0,0,59,3857,1092,232,1.2025,0,7,2021
306,2021-08-05,2227.26,175,417.19,248357,1197,44.6,17703,139,0.0,0,0,23,2207,524,78,1.2056,3,8,2021
307,2021-09-05,2857.6,190,451.56,356977,1990,44.01,20654,121,0.0,0,0,36,2000,436,76,1.2014200000000002,6,9,2021
308,2021-10-05,7931.79,552,878.28,428458,3456,42.23,18588,93,0.0,0,0,85,4495,1396,237,1.20076,1,10,2021
309,2021-11-05,8248.31,546,798.53,272741,2516,43.29,19987,135,0.0,0,0,94,4698,1396,207,1.2065299999999999,4,11,2021
310,2021-12-05,6358.54,479,697.76,263470,1934,43.57,18087,122,0.0,0,0,78,4537,1389,195,1.21634,6,12,2021
311,2021-05-13,5224.73,354,953.11,287463,3243,42.76,28982,126,0.0,0,0,70,4055,1197,158,1.2161,3,5,2021
312,2021-05-14,3791.62,277,351.45,134894,1431,43.45,19394,115,0.0,0,0,53,3758,1149,130,1.2170100000000001,4,5,2021
313,2021-05-15,2003.46,125,311.38,32823,790,45.56,21497,127,0.0,0,0,27,2297,586,38,1.21403,5,5,2021
314,2021-05-16,3880.62,258,305.23,34836,741,43.89,26893,129,0.0,0,0,32,2255,583,55,1.2143899999999999,6,5,2021
315,2021-05-17,7126.09,549,414.15,176523,1978,42.82,26551,131,0.0,0,0,87,4395,1397,156,1.2076,0,5,2021
316,2021-05-18,7800.73,511,378.56,245141,2174,42.66,18883,120,0.0,0,0,71,4441,1337,147,1.20767,1,5,2021
317,2021-05-19,6719.86,424,326.6,181528,1520,42.46,15023,109,0.0,0,0,74,4256,1364,138,1.21446,2,5,2021
318,2021-05-20,5035.2,389,290.06,218627,1542,77.32,20591,129,0.0,0,0,72,3962,1200,105,1.21446,3,5,2021
319,2021-05-21,3082.65,227,228.77,81518,712,78.71,22740,137,0.0,0,0,52,3496,1070,88,1.21494,4,5,2021
320,2021-05-22,1631.54,128,279.57,45028,656,110.36,34837,190,0.0,0,0,24,2066,583,34,1.2156200000000001,5,5,2021
321,2021-05-23,2296.31,168,359.36,190868,1016,100.81,41617,214,0.0,0,0,21,1881,483,27,1.22215,6,5,2021
322,2021-05-24,6635.84,524,546.71,177827,1293,83.83,33395,153,0.0,0,0,90,4179,1274,103,1.217,0,5,2021
323,2021-05-25,6602.19,441,448.96,64366,1087,47.28,11400,46,0.0,0,0,66,4412,1294,112,1.2224700000000002,1,5,2021
324,2021-05-26,5260.06,421,457.7,154812,1132,39.15,7272,34,113.68,2045,327,103,4000,1178,126,1.2179,2,5,2021
325,2021-05-27,5268.55,376,624.98,171339,1280,79.31,19515,154,94.22,1956,286,68,3870,1320,86,1.2179,3,5,2021
326,2021-05-28,3797.2,246,383.83,53750,757,105.9,27721,163,235.1,3264,434,74,3422,1265,84,1.218,4,5,2021
327,2021-05-29,1610.59,150,386.35,123053,923,106.28,30090,202,164.18,1855,272,34,1987,662,26,1.22141,5,5,2021
328,2021-05-30,2489.93,200,380.67,193272,1018,72.18,24813,169,310.16,2685,377,48,2029,655,31,1.2246,6,5,2021
329,2021-05-31,8191.27,493,860.81,94793,1698,89.76,27459,169,359.75,3286,457,80,3995,1373,1377,1.21923,0,5,2021
330,2021-01-06,5594.59,356,641.12,169359,1379,90.2,28260,135,326.32,5291,550,51,3462,1227,292,1.2191,2,1,2021
331,2021-02-06,3273.59,211,813.37,147939,1161,104.7,43023,141,187.8,3494,331,31,2386,703,110,1.2192100000000001,5,2,2021
332,2021-03-06,6769.56,424,748.99,15908,822,98.15,33039,121,523.84,6921,785,60,4139,1283,176,1.2192100000000001,5,3,2021
333,2021-04-06,5400.94,308,937.16,11950,1257,104.18,29699,116,432.93,8601,828,53,3510,1185,1542,1.21891,1,4,2021
334,2021-05-06,2143.09,145,795.59,9583,1132,93.15,25850,99,615.94,9360,648,28,2011,662,208,1.22322,3,5,2021
335,2021-06-06,3810.04,263,785.79,8352,969,77.13,26095,94,196.78,3667,254,34,2027,682,121,1.22165,6,6,2021
336,2021-07-06,7127.07,517,698.31,34550,1083,135.47,48330,202,537.49,4625,578,59,3813,1319,296,1.2209299999999998,1,7,2021
337,2021-08-06,5901.4,436,366.8,359465,1250,117.05,38111,83,32.46,858,78,67,3781,1230,245,1.21296,4,8,2021
338,2021-09-06,5496.93,396,448.56,340290,1376,151.19,39400,135,27.66,631,55,56,3556,1253,166,1.21648,0,9,2021
339,2021-10-06,4833.02,343,385.96,258513,1063,146.04,33454,105,28.85,615,58,61,3320,1181,143,1.21648,2,10,2021
340,2021-11-06,2736.77,219,268.17,155343,762,104.94,27553,66,24.31,2908,146,38,2836,1049,127,1.2165,5,11,2021
341,2021-12-06,1832.07,128,744.75,360652,1815,98.24,32924,61,14.58,738,57,17,1583,479,38,1.2188,0,12,2021
342,2021-06-13,3108.91,214,513.72,51395,978,97.69,29640,56,15.65,1336,79,16,1627,376,39,1.21725,6,6,2021
343,2021-06-14,6200.66,444,479.16,207072,1296,101.38,30981,74,55.01,3876,232,45,3478,1253,132,1.21785,0,6,2021
344,2021-06-15,6358.25,496,412.83,89839,1005,71.15,28239,55,66.55,4056,239,45,3413,1196,109,1.21719,1,6,2021
345,2021-06-16,5523.72,420,413.91,126313,1025,59.81,27106,69,27.85,3812,194,47,3305,1146,107,1.2105,2,6,2021
346,2021-06-17,4075.17,350,293.91,7280,692,58.86,19811,55,30.36,2845,138,47,3079,1088,86,1.2105,3,6,2021
347,2021-06-18,3190.81,204,280.96,6654,638,57.74,21729,54,31.1,2934,146,37,2609,930,86,1.21091,4,6,2021
348,2021-06-19,1607.29,118,280.03,7018,609,59.69,19126,49,27.25,1928,99,16,1621,487,28,1.21215,5,6,2021
349,2021-06-20,3017.02,185,279.96,7749,575,59.14,20615,33,29.13,1698,77,12,1596,382,27,1.21246,6,6,2021
350,2021-06-21,6583.68,443,293.65,6275,599,61.69,21379,39,32.06,2972,153,59,3306,1096,81,1.19949,0,6,2021
351,2021-06-22,5802.83,408,291.32,5523,634,61.41,18809,92,37.18,3441,193,63,3250,1092,114,1.19128,1,6,2021
352,2021-06-23,5474.51,356,281.42,7362,662,59.66,17483,86,35.0,4766,195,41,3142,1159,170,1.18585,2,6,2021
353,2021-06-24,3807.75,304,280.27,10016,674,58.01,16365,91,35.25,4267,197,43,2913,1051,122,1.18585,3,6,2021
354,2021-06-25,2892.49,214,275.72,9810,583,53.79,24398,45,19.0,2034,52,50,2651,851,76,1.1869,4,6,2021
355,2021-06-26,1737.1,107,274.36,10006,573,60.12,16532,55,0.0,0,0,33,1634,431,29,1.1912,5,6,2021
356,2021-06-27,2385.43,157,272.46,9322,520,58.62,40209,72,0.0,0,0,19,1505,416,25,1.19363,6,6,2021
357,2021-06-28,19620.76,561,274.23,6287,579,53.76,21823,97,0.0,0,0,68,3480,1133,2742,1.19288,0,6,2021
358,2021-06-29,17274.83,494,272.91,5945,635,60.63,19542,95,0.0,0,0,57,3209,1105,2585,1.19279,1,6,2021
359,2021-06-30,5361.66,346,264.35,6219,609,59.39,17453,86,0.0,0,0,50,3246,1051,467,1.1936,2,6,2021
360,2021-01-07,5643.68,352,284.37,6404,638,58.0,21214,145,39.31,3062,137,44,2883,1009,332,1.1936,3,1,2021
361,2021-02-07,3090.39,224,278.08,6393,643,58.36,24623,167,37.05,2178,133,52,2215,839,249,1.1941,6,2,2021
362,2021-03-07,1874.72,113,275.89,6136,564,61.77,26233,168,36.32,3022,135,24,1409,454,106,1.19281,6,3,2021
363,2021-04-07,2855.95,196,400.17,37378,914,58.05,24765,160,34.4,2747,134,18,1480,429,84,1.19003,2,4,2021
364,2021-05-07,5862.57,405,275.9,5770,648,102.32,34678,170,35.2,4166,157,56,2783,973,229,1.18557,4,5,2021
365,2021-06-07,5517.47,379,315.4,6248,737,61.57,28304,107,35.82,3508,169,51,2616,1008,193,1.18455,0,6,2021
366,2021-07-07,4944.32,385,316.25,4713,622,65.42,21689,96,35.41,4099,158,49,2584,964,223,1.18603,2,7,2021
367,2021-08-07,4976.24,368,313.39,6354,779,57.16,34761,95,35.97,3173,152,43,2493,922,167,1.1864,5,8,2021
368,2021-09-07,2791.55,218,285.19,6017,694,40.19,14801,114,34.04,3253,146,44,2277,891,155,1.18554,1,9,2021
369,2021-10-07,1467.34,106,427.79,6832,785,36.66,11066,83,26.55,1349,85,14,1302,477,59,1.18625,3,10,2021
370,2021-11-07,2056.06,173,276.33,6277,725,41.48,13396,94,27.12,1542,84,11,1066,421,49,1.18223,6,11,2021
371,2021-12-07,6019.36,409,407.76,8036,1024,64.03,26031,189,37.16,3346,169,44,2482,1010,164,1.17927,1,12,2021
372,2021-07-13,5450.72,403,311.57,6871,903,77.6,31032,179,37.99,3263,171,56,2732,1116,158,1.1846299999999998,1,7,2021
373,2021-07-14,5766.5,433,329.01,7942,978,77.07,25853,125,37.96,3430,154,60,2784,981,216,1.18772,2,7,2021
374,2021-07-15,4547.46,332,332.51,7668,994,76.59,25673,151,35.52,2936,193,51,2739,983,1656,1.1876,3,7,2021
375,2021-07-16,2674.17,218,270.12,6643,762,71.8,37225,120,36.7,3351,188,47,2360,884,317,1.1872,4,7,2021
376,2021-07-17,1388.92,93,205.86,5988,592,57.91,19925,151,28.89,3423,113,23,1470,372,117,1.1862,5,7,2021
377,2021-07-18,2592.14,187,281.99,6654,663,61.41,27967,192,28.37,3498,111,17,1381,339,84,1.17749,6,7,2021
378,2021-07-19,6557.72,484,576.85,11031,1345,61.28,23556,164,38.03,3576,205,61,2877,1023,221,1.1832,0,7,2021
379,2021-07-20,5493.61,389,487.16,10589,1286,60.68,24218,141,39.36,4897,137,65,2955,902,204,1.18111,1,7,2021
380,2021-07-21,4960.18,364,460.89,18713,1209,59.24,18607,98,41.91,4417,184,68,2743,871,205,1.1803,2,7,2021
381,2021-07-22,4082.07,336,480.22,30195,1252,57.62,29609,153,39.26,3196,171,68,2491,1245,160,1.1806,3,7,2021
382,2021-07-23,2827.71,209,316.26,17466,899,58.84,37441,180,36.54,2642,167,51,2175,822,141,1.1811,4,7,2021
383,2021-07-24,2192.61,127,361.98,9571,997,62.27,18220,123,30.21,1934,119,17,1283,488,48,1.1792,5,7,2021
384,2021-07-25,2415.48,172,392.71,10281,1083,58.74,17608,98,30.74,1893,117,20,1258,408,53,1.17812,6,7,2021
385,2021-07-26,6390.97,465,478.06,12104,1329,60.24,20071,109,36.87,3107,163,63,2590,927,165,1.17913,0,7,2021
386,2021-07-27,5805.67,454,399.99,11783,1300,60.64,22125,123,44.09,3558,177,62,2501,904,167,1.17724,1,7,2021
387,2021-07-28,5260.29,374,369.73,9761,1141,59.68,21497,126,45.73,3517,152,65,2541,881,160,1.1771399999999999,2,7,2021
388,2021-07-29,3945.85,302,301.04,9171,954,59.56,21051,111,47.45,3290,188,71,2245,873,120,1.1771,3,7,2021
389,2021-07-30,3022.08,209,378.86,10702,1136,58.16,17247,97,43.73,3510,188,47,1948,639,98,1.17726,4,7,2021
390,2021-07-31,1860.57,109,280.97,7229,803,56.32,17837,93,38.59,2810,141,27,1307,285,40,1.1806,5,7,2021
391,2021-01-08,2537.07,193,302.27,8060,802,61.27,21759,121,33.42,2753,106,12,1122,320,27,1.18204,4,1,2021
392,2021-02-08,4990.65,378,441.16,10631,1246,60.2,23150,97,42.17,2263,128,59,2334,861,98,1.18455,0,2,2021
393,2021-03-08,5826.46,394,321.17,9133,979,45.7,16206,94,40.09,2189,137,46,2562,862,1029,1.189,0,3,2021
394,2021-04-08,4086.3,298,279.46,9101,1005,39.57,13154,72,39.13,2233,130,54,2301,872,306,1.1869,3,4,2021
395,2021-05-08,4641.57,275,233.05,6886,749,38.87,12937,64,37.64,2423,138,50,2252,761,148,1.1869,5,5,2021
396,2021-06-08,2591.65,160,177.3,5325,576,38.93,13092,64,35.94,2028,133,44,1987,634,121,1.1865700000000001,1,6,2021
397,2021-07-08,1874.14,107,157.53,4407,500,41.4,15956,86,30.29,1052,78,11,1259,289,54,1.18736,3,7,2021
398,2021-08-08,2004.56,145,175.97,4818,534,40.25,16680,64,22.42,1021,80,21,1123,186,44,1.1869100000000001,6,8,2021
399,2021-09-08,4374.03,304,268.25,7280,787,40.02,15318,52,29.64,1437,96,43,2053,683,111,1.1836,2,9,2021
400,2021-10-08,3652.06,269,208.42,6533,700,40.12,14642,39,35.41,1499,94,36,2043,799,110,1.1831,4,10,2021
401,2021-11-08,3641.3,236,184.69,5146,598,40.11,15823,55,35.95,1409,101,48,1940,670,100,1.17606,0,11,2021
402,2021-12-08,2261.37,195,204.31,5237,640,53.59,21967,46,31.24,1419,82,37,1931,605,85,1.176,2,12,2021
403,2021-08-13,1919.64,121,212.45,5406,611,58.52,26269,84,28.56,1653,77,33,1629,476,77,1.1747,4,8,2021
404,2021-08-14,1283.62,83,183.64,4128,533,0.0,0,0,31.13,935,73,16,1119,314,36,1.17355,5,8,2021
405,2021-08-15,1817.46,115,228.39,4462,574,0.0,0,0,30.95,1107,78,19,949,243,17,1.1719600000000001,6,8,2021
406,2021-08-16,4153.7,243,245.56,5665,711,0.0,0,0,31.15,1395,82,39,1891,546,79,1.1741700000000002,0,8,2021
407,2021-08-17,3173.38,242,235.97,6033,735,0.0,0,0,31.91,851,79,58,2110,615,94,1.17355,1,8,2021
408,2021-08-18,2868.55,191,97.91,2079,301,0.0,0,0,33.31,1219,84,49,2240,542,73,1.179,2,8,2021
409,2021-08-19,3225.54,231,95.22,1828,335,0.0,0,0,31.21,1219,70,39,2165,502,53,1.179,3,8,2021
410,2021-08-20,1660.32,143,76.68,2465,300,0.0,0,0,34.77,993,69,57,1955,498,47,1.17937,4,8,2021
411,2021-08-21,1052.06,74,138.77,3399,409,0.0,0,0,30.6,959,68,15,1361,316,23,1.17777,5,8,2021
412,2021-08-22,1955.72,146,263.27,6541,757,0.0,0,0,29.4,886,55,23,1354,218,12,1.1709100000000001,6,8,2021
413,2021-08-23,5133.89,324,336.25,7894,964,0.0,0,0,30.31,1108,60,54,2491,565,30,1.17026,0,8,2021
414,2021-08-24,4609.91,309,300.77,7770,932,0.0,0,0,29.51,1219,77,54,2536,588,21,1.16764,1,8,2021
415,2021-08-25,3997.51,309,248.58,6243,764,0.0,384,2,30.61,1413,73,56,2549,618,22,1.16839,2,8,2021
416,2021-08-26,3730.38,238,244.01,6507,765,0.0,0,0,30.7,1473,82,69,2365,598,149,1.16879,3,8,2021
417,2021-08-27,2266.13,180,187.65,5026,639,0.0,0,0,29.52,1008,70,34,2290,508,63,1.16964,4,8,2021
418,2021-08-28,1728.95,135,126.49,4255,483,0.0,0,0,28.16,1321,74,25,1653,270,30,1.1743,5,8,2021
419,2021-08-29,2668.24,190,152.78,4972,555,0.0,0,0,31.63,962,69,32,1413,255,12,1.1752799999999999,6,8,2021
420,2021-08-30,4974.19,372,227.97,6964,761,34.35,11467,59,21.63,850,62,65,2702,699,44,1.1771,0,8,2021
421,2021-08-31,4830.26,393,168.96,6340,721,34.65,10049,71,10.98,641,51,87,2841,747,32,1.1752,1,8,2021
422,2021-01-09,4754.74,352,201.56,6080,786,34.72,11570,79,32.24,1894,100,69,2666,747,43,1.1796,5,1,2021
423,2021-02-09,4657.85,309,194.91,5990,668,42.0,19625,85,32.06,1715,104,77,2692,823,30,1.1796,1,2,2021
424,2021-03-09,2886.1,204,190.78,5674,633,33.0,16793,61,32.57,1861,118,54,2453,699,29,1.1797,1,3,2021
425,2021-04-09,1695.6,117,147.55,4726,482,32.73,18056,67,27.84,1917,110,30,1610,353,17,1.1796200000000001,4,4,2021
426,2021-05-09,2869.94,197,228.13,6838,669,32.16,19833,66,32.26,2428,140,22,1471,282,8,1.1809,6,5,2021
427,2021-06-09,6673.98,439,289.23,6767,837,30.3,8176,23,33.67,2195,136,83,2952,841,26,1.1840000000000002,2,6,2021
428,2021-07-09,6554.67,426,267.34,7816,906,30.44,6802,19,32.09,2212,143,63,2903,828,27,1.18735,4,7,2021
429,2021-08-09,5039.87,379,247.79,8026,847,31.36,6379,18,31.45,2528,130,58,2728,811,90,1.18784,0,8,2021
430,2021-09-09,5182.24,312,276.5,8534,922,30.51,6072,17,32.37,2252,134,61,2715,800,40,1.18784,3,9,2021
